age,height_cm,weight_kg,overall,potential,value_eur,wage_eur,skill_moves
21,185,76,62,72,400000,2000,1
22,173,63,62,72,450000,500,2
22,187,75,62,72,450000,9000,2
22,185,78,62,72,450000,2000,2
21,182,80,62,72,450000,2000,2
21,190,71,62,72,500000,3000,3
22,175,63,62,72,475000,750,2
22,190,81,62,72,450000,2000,2
22,173,74,62,72,475000,2000,2
21,180,68,62,72,500000,2000,3
22,173,65,62,72,500000,4000,3
21,188,74,62,72,450000,2000,2
23,178,82,62,72,450000,500,2
21,173,70,62,72,450000,2000,2
21,171,62,62,72,450000,3000,2
20,186,80,62,72,450000,1000,2
20,178,68,62,72,500000,1000,2
22,176,66,62,72,450000,2000,2
22,173,59,62,72,500000,3000,2
21,175,70,62,72,475000,1000,3
21,175,70,62,72,475000,500,2
21,175,66,62,72,500000,500,2
19,172,67,62,72,450000,500,3
19,179,75,62,72,475000,950,3
20,170,66,62,72,500000,500,3
20,185,73,62,72,500000,4000,3
23,192,86,62,72,450000,1000,2
21,185,80,62,72,400000,2000,1
21,176,72,62,72,450000,4000,2
22,186,81,62,72,450000,1000,2
20,188,77,62,72,450000,3000,2
20,180,70,62,72,450000,500,2
21,175,74,62,72,500000,650,3
20,172,60,62,72,500000,1000,3
20,176,70,62,72,500000,2000,2
20,176,70,62,72,450000,500,2
22,188,75,62,72,450000,1000,2
22,179,75,62,72,375000,1000,1
22,176,72,62,72,500000,2000,3
23,173,66,62,71,475000,2000,3
21,185,82,62,71,425000,2000,2
23,174,65,62,71,475000,2000,3
22,165,64,62,71,475000,2000,2
22,186,77,62,71,450000,650,3
23,186,79,62,71,475000,650,3
22,191,77,62,71,425000,3000,2
24,178,75,62,71,425000,5000,2
23,178,69,62,71,425000,3000,2
22,178,72,62,71,475000,2000,3
22,178,65,62,71,475000,2000,3
22,178,76,62,71,475000,2000,4
22,185,70,62,71,450000,2000,3
22,184,70,62,71,425000,3000,2
22,178,72,62,71,450000,500,2
23,185,79,62,71,475000,3000,2
22,194,85,62,71,425000,2000,2
23,185,75,62,71,475000,5000,2
22,176,67,62,71,425000,500,2
21,177,82,62,71,475000,2000,2
22,180,70,62,71,475000,3000,3
23,186,77,62,71,425000,500,2
21,175,68,62,71,475000,2000,3
21,176,65,62,71,475000,5000,3
21,183,74,62,71,475000,700,3
21,186,79,62,71,475000,950,3
23,190,80,62,71,375000,500,1
20,185,81,62,71,425000,850,2
21,176,70,62,71,475000,2000,2
21,185,76,62,71,425000,3000,2
21,183,74,62,71,475000,1000,3
22,178,70,62,71,425000,1000,2
21,187,74,62,71,375000,2000,1
22,186,81,62,71,375000,1000,1
22,190,75,62,71,475000,2000,2
20,182,74,62,71,475000,2000,3
23,190,82,62,71,450000,3000,2
22,176,65,62,71,425000,500,2
21,179,78,62,71,475000,2000,3
21,172,70,62,71,475000,4000,3
22,174,70,62,71,475000,2000,2
22,180,79,62,71,425000,2000,2
21,187,76,62,71,425000,650,2
22,171,65,62,71,425000,2000,2
22,170,67,62,71,475000,2000,3
22,178,66,62,71,475000,500,3
21,175,73,62,71,475000,500,2
23,178,75,62,71,475000,2000,2
21,180,75,62,71,475000,2000,2
23,187,79,62,71,425000,2000,2
20,186,77,62,71,425000,500,2
21,191,84,62,71,375000,750,1
23,180,70,62,71,475000,2000,2
22,174,70,62,71,425000,2000,3
24,191,78,62,70,350000,1000,1
22,180,76,62,70,450000,850,3
24,194,87,62,70,350000,800,1
23,194,94,62,70,350000,700,1
23,189,72,62,70,450000,2000,4
22,174,62,62,70,450000,2000,3
23,195,81,62,70,350000,2000,1
23,183,73,62,70,400000,2000,2
23,181,75,62,70,400000,700,3
23,181,74,62,70,400000,6000,3
23,175,64,62,70,450000,3000,3
24,183,82,62,70,400000,1000,2
23,187,83,62,70,350000,3000,1
23,175,75,62,70,400000,2000,2
23,176,67,62,70,400000,5000,3
22,190,85,62,70,400000,2000,2
22,175,70,62,70,400000,850,2
23,196,72,62,70,400000,2000,2
22,175,77,62,70,450000,2000,2
23,179,73,62,70,450000,850,3
23,174,68,62,70,400000,600,2
24,190,80,62,70,350000,600,1
23,180,77,62,70,400000,2000,2
23,173,63,62,70,450000,9000,2
23,183,73,62,70,350000,2000,1
23,173,71,62,70,400000,2000,2
23,171,71,62,70,450000,2000,3
23,181,81,62,70,400000,2000,2
22,174,70,62,70,450000,2000,2
23,185,83,62,70,400000,2000,2
22,179,70,62,70,450000,2000,2
22,187,78,62,70,400000,550,2
23,185,73,62,70,450000,2000,2
23,187,79,62,70,350000,950,1
22,185,76,62,70,450000,2000,3
21,174,66,62,70,425000,1000,2
21,181,74,62,70,400000,650,2
22,184,77,62,70,450000,2000,3
23,175,66,62,70,450000,2000,2
23,173,72,62,70,400000,2000,2
21,182,71,62,70,400000,2000,2
22,170,62,62,70,450000,2000,3
22,184,73,62,70,450000,2000,3
23,178,76,62,70,450000,2000,2
23,172,66,62,70,450000,6000,3
21,181,68,62,70,400000,500,2
21,179,71,62,70,450000,500,2
23,173,69,62,70,450000,500,3
22,182,78,62,70,450000,2000,3
23,175,68,62,70,450000,1000,2
24,193,80,62,70,400000,2000,2
23,180,70,62,70,450000,1000,2
23,181,71,62,70,450000,1000,2
21,178,80,62,70,450000,500,3
20,183,81,62,70,450000,500,2
21,178,74,62,70,400000,500,2
21,187,83,62,70,350000,2000,1
23,176,65,62,70,450000,900,3
21,172,65,62,70,450000,3000,2
21,175,73,62,70,425000,700,2
21,188,74,62,70,350000,2000,1
19,183,77,62,70,375000,500,2
23,183,79,62,70,350000,1000,1
21,175,70,62,70,450000,3000,2
20,175,72,62,70,450000,2000,3
21,178,69,62,70,450000,3000,2
21,180,72,62,70,400000,1000,2
24,189,86,62,69,425000,2000,2
24,185,84,62,69,375000,1000,2
23,188,83,62,69,325000,550,1
22,181,72,62,69,425000,2000,3
24,180,75,62,69,425000,3000,2
24,186,76,62,69,425000,3000,2
24,186,79,62,69,375000,3000,2
23,175,72,62,69,425000,3000,2
24,185,64,62,69,425000,2000,2
22,186,76,62,69,325000,500,1
24,184,81,62,69,375000,2000,2
23,194,91,62,69,325000,500,1
24,180,75,62,69,425000,700,3
22,183,74,62,69,325000,500,1
22,181,75,62,69,425000,3000,3
23,190,70,62,69,325000,1000,1
22,174,71,62,69,400000,900,3
23,191,78,62,69,425000,2000,3
23,182,83,62,69,425000,2000,2
22,174,66,62,69,425000,2000,3
25,193,85,62,69,375000,3000,2
23,177,77,62,69,425000,850,2
24,182,77,62,69,375000,1000,2
23,185,75,62,69,375000,900,2
23,175,65,62,69,425000,1000,3
24,177,77,62,69,425000,950,2
24,190,88,62,69,375000,700,2
22,189,82,62,69,425000,2000,2
22,187,78,62,69,375000,1000,2
24,181,77,62,69,375000,2000,2
23,175,70,62,69,425000,500,3
21,174,72,62,69,425000,2000,2
22,178,73,62,69,425000,1000,3
22,198,97,62,69,325000,1000,1
25,190,82,62,69,375000,4000,2
23,185,80,62,69,375000,3000,2
23,172,65,62,69,425000,600,3
23,184,80,62,69,425000,2000,3
24,195,83,62,69,375000,800,2
22,175,71,62,69,375000,500,2
22,196,88,62,69,375000,1000,2
23,184,85,62,69,325000,1000,1
22,189,83,62,69,375000,4000,2
22,187,80,62,69,375000,2000,2
24,189,89,62,69,325000,3000,1
22,186,79,62,69,425000,2000,2
23,187,80,62,69,375000,2000,2
23,183,86,62,69,325000,6000,1
22,182,72,62,69,425000,2000,2
23,177,66,62,69,425000,3000,2
23,173,73,62,69,375000,500,2
22,184,76,62,69,375000,700,2
22,174,67,62,69,425000,1000,4
23,181,73,62,69,425000,1000,3
23,188,79,62,69,425000,2000,2
22,175,69,62,69,400000,800,2
20,192,85,62,69,400000,2000,2
22,181,77,62,69,425000,2000,2
21,180,70,62,69,375000,1000,2
22,183,79,62,69,400000,2000,2
22,191,85,62,69,375000,3000,2
22,179,77,62,69,375000,1000,2
25,185,72,62,68,375000,3000,2
23,180,77,62,68,375000,2000,2
24,189,80,62,68,325000,650,1
24,193,85,62,68,425000,7000,2
24,180,70,62,68,375000,650,2
25,191,75,62,68,300000,2000,1
23,198,90,62,68,325000,700,1
24,190,85,62,68,400000,750,3
23,183,68,62,68,375000,750,2
23,181,74,62,68,400000,2000,2
22,193,68,62,68,375000,1000,2
23,168,64,62,68,425000,1000,3
24,183,80,62,68,375000,700,2
23,177,69,62,68,375000,2000,3
23,180,70,62,68,375000,2000,2
23,185,75,62,68,325000,3000,1
22,180,68,62,68,425000,2000,3
22,183,73,62,68,375000,800,2
23,183,72,62,68,375000,500,2
22,188,78,62,68,325000,1000,1
23,194,84,62,68,325000,1000,1
22,190,80,62,68,375000,3000,2
23,178,70,62,68,425000,1000,3
25,186,76,62,68,375000,800,2
23,178,65,62,68,425000,3000,3
22,195,88,62,68,375000,850,2
23,175,72,62,68,425000,2000,2
25,180,68,62,68,300000,500,1
24,179,68,62,68,375000,1000,2
22,184,70,62,68,425000,1000,3
24,185,79,62,68,425000,1000,3
24,175,71,62,68,425000,750,3
25,184,78,62,68,375000,2000,2
23,183,67,62,68,375000,2000,2
24,174,75,62,68,375000,2000,2
23,181,78,62,68,425000,500,2
23,180,73,62,68,425000,2000,2
22,164,64,62,68,425000,500,3
24,186,71,62,68,425000,600,3
25,184,85,62,68,375000,500,2
21,184,79,62,68,425000,500,2
23,184,83,62,68,325000,600,1
22,178,73,62,68,400000,500,2
24,190,82,62,68,375000,3000,2
22,173,71,62,68,425000,500,2
23,170,65,62,68,375000,800,2
24,176,70,62,68,375000,750,2
23,196,91,62,68,425000,3000,2
23,185,84,62,68,375000,1000,2
22,177,73,62,68,425000,1000,2
24,172,73,62,67,400000,2000,3
25,193,80,62,67,300000,2000,1
24,182,71,62,67,400000,2000,2
25,185,75,62,67,400000,2000,3
24,174,65,62,67,400000,2000,3
24,180,76,62,67,350000,1000,2
24,172,66,62,67,400000,2000,3
25,183,75,62,67,350000,2000,2
24,185,75,62,67,375000,2000,2
24,191,84,62,67,375000,2000,2
25,178,77,62,67,400000,4000,3
24,173,73,62,67,400000,900,3
23,182,76,62,67,400000,2000,2
23,189,80,62,67,400000,1000,2
24,188,76,62,67,375000,550,2
24,196,84,62,67,300000,1000,1
26,179,70,62,67,350000,4000,2
25,168,57,62,67,400000,6000,3
23,183,71,62,67,350000,2000,3
24,187,84,62,67,300000,4000,1
24,175,76,62,67,400000,500,2
24,177,63,62,67,350000,5000,3
25,196,85,62,67,400000,3000,2
24,182,76,62,67,400000,1000,3
26,187,78,62,67,350000,550,2
25,173,73,62,67,400000,6000,3
24,172,69,62,67,350000,5000,2
24,197,103,62,67,300000,2000,1
24,180,71,62,67,400000,1000,3
25,174,72,62,67,350000,900,2
25,170,70,62,67,400000,2000,3
23,186,80,62,67,400000,3000,3
25,190,81,62,67,400000,2000,2
25,178,77,62,67,400000,500,3
24,180,76,62,67,350000,2000,2
24,186,83,62,67,400000,1000,2
23,168,65,62,67,400000,900,2
23,189,79,62,67,400000,750,2
25,187,78,62,67,350000,2000,2
25,189,79,62,67,400000,2000,3
24,178,68,62,67,350000,3000,2
24,172,68,62,67,400000,500,3
25,187,88,62,67,375000,1000,2
21,180,79,62,67,375000,500,2
25,184,69,62,67,350000,850,2
25,176,70,62,67,350000,500,2
24,184,75,62,67,400000,500,2
25,183,80,62,67,400000,900,2
23,178,75,62,67,350000,2000,2
22,184,80,62,67,375000,2000,2
26,192,84,62,67,300000,2000,1
25,186,76,62,67,300000,500,1
21,187,79,62,67,375000,2000,2
20,190,78,62,67,425000,2000,2
25,197,85,62,67,350000,900,3
26,184,83,62,66,350000,2000,2
25,195,70,62,66,350000,2000,2
26,182,80,62,66,275000,2000,1
26,179,70,62,66,350000,3000,2
25,190,77,62,66,350000,2000,2
24,173,62,62,66,400000,2000,2
24,180,72,62,66,0,0,2
25,178,70,62,66,350000,2000,2
25,192,80,62,66,300000,2000,1
25,194,83,62,66,350000,900,2
23,178,78,62,66,350000,2000,2
25,182,78,62,66,350000,2000,2
25,185,80,62,66,350000,1000,2
23,180,83,62,66,350000,550,2
26,195,88,62,66,275000,1000,1
26,188,84,62,66,275000,1000,1
25,178,70,62,66,400000,3000,3
25,184,69,62,66,400000,2000,2
25,172,70,62,66,350000,1000,3
25,181,80,62,66,375000,2000,2
26,187,78,62,66,350000,1000,2
24,192,89,62,66,350000,1000,2
25,187,80,62,66,375000,1000,2
24,174,77,62,66,400000,4000,2
21,167,62,62,66,400000,500,2
25,187,79,62,66,350000,1000,2
24,187,78,62,66,400000,500,2
23,177,78,62,66,350000,500,2
26,184,71,62,66,275000,500,1
25,181,70,62,66,375000,1000,2
26,176,72,62,65,375000,850,2
27,186,79,62,65,325000,1000,2
26,174,70,62,65,375000,1000,3
26,188,79,62,65,375000,2000,2
26,182,70,62,65,375000,850,2
27,193,82,62,65,275000,2000,1
26,183,71,62,65,375000,2000,2
25,184,75,62,65,375000,2000,2
26,194,77,62,65,275000,2000,1
25,183,75,62,65,375000,2000,3
26,186,74,62,65,325000,4000,2
26,189,76,62,65,350000,800,2
26,178,69,62,65,375000,4000,3
26,176,68,62,65,375000,1000,2
25,177,70,62,65,325000,4000,3
27,185,80,62,65,325000,3000,2
26,184,74,62,65,375000,3000,3
24,178,70,62,65,375000,2000,3
24,188,80,62,65,400000,650,3
25,172,72,62,65,325000,700,2
26,181,79,62,65,375000,3000,3
27,187,73,62,65,325000,2000,2
27,178,67,62,65,325000,500,2
27,190,88,62,65,325000,2000,2
27,183,78,62,65,275000,2000,1
26,170,69,62,65,325000,500,2
26,171,74,62,65,375000,1000,3
25,185,73,62,65,375000,1000,2
25,165,65,62,65,375000,1000,3
24,184,77,62,65,375000,900,3
26,177,72,62,65,325000,2000,2
27,190,83,62,65,275000,2000,1
25,174,70,62,65,375000,7000,2
26,180,79,62,65,375000,3000,2
25,179,71,62,65,325000,650,2
25,185,83,62,65,375000,550,2
25,178,70,62,65,325000,900,2
27,173,64,62,65,325000,1000,2
25,178,81,62,65,375000,750,2
25,172,68,62,65,375000,950,3
26,172,66,62,65,325000,500,2
27,169,65,62,65,325000,500,2
25,173,70,62,65,375000,500,3
24,183,77,62,65,375000,500,2
26,185,77,62,65,275000,1000,1
25,170,71,62,65,375000,2000,3
26,182,70,62,65,375000,2000,2
25,176,70,62,65,375000,1000,3
26,185,66,62,64,275000,2000,1
27,187,72,62,64,325000,1000,2
26,180,80,62,64,350000,4000,2
28,188,75,62,64,300000,1000,2
26,176,70,62,64,375000,3000,2
29,193,91,62,64,250000,850,1
27,181,77,62,64,325000,1000,2
27,180,77,62,64,325000,650,2
26,176,73,62,64,350000,1000,3
25,187,80,62,64,325000,650,2
28,190,85,62,64,275000,2000,1
25,168,72,62,64,375000,3000,3
28,182,73,62,64,300000,500,2
26,190,78,62,64,375000,1000,2
27,185,81,62,64,325000,800,2
27,183,79,62,64,325000,950,2
26,182,87,62,64,375000,500,2
26,165,60,62,64,375000,500,3
29,177,77,62,64,250000,500,1
27,188,81,62,64,325000,800,2
29,189,90,62,63,250000,750,1
27,189,90,62,63,350000,5000,2
26,185,73,62,63,350000,2000,2
25,180,72,62,63,350000,850,2
30,191,77,62,63,240000,750,1
28,196,78,62,63,300000,2000,2
26,178,70,62,63,300000,550,2
27,186,80,62,63,250000,1000,1
26,171,74,62,63,350000,1000,3
28,183,81,62,63,300000,750,2
27,191,86,62,63,350000,2000,2
27,173,61,62,63,350000,2000,3
27,168,70,62,63,350000,3000,3
26,183,65,62,63,350000,1000,3
26,177,74,62,63,350000,900,3
27,193,84,62,63,350000,650,2
25,179,79,62,63,350000,2000,3
26,180,76,62,63,300000,500,2
27,181,71,62,63,300000,2000,2
28,189,85,62,63,250000,1000,1
27,182,76,62,63,300000,2000,2
26,188,81,62,63,300000,1000,2
27,183,75,62,63,350000,3000,2
26,180,72,62,63,350000,4000,2
27,177,74,62,63,300000,2000,2
27,174,64,62,63,300000,500,2
27,176,73,62,63,300000,2000,2
26,170,69,62,63,350000,3000,3
27,173,72,62,63,300000,4000,2
27,170,66,62,63,300000,3000,2
27,174,62,62,63,350000,950,2
30,189,82,62,63,0,0,1
27,189,83,62,63,350000,3000,2
27,183,82,62,63,350000,950,2
30,186,80,62,63,240000,2000,1
25,178,68,62,63,350000,1000,2
26,174,71,62,63,375000,1000,3
26,185,72,62,63,350000,950,2
27,190,80,62,63,250000,500,1
29,184,79,62,63,275000,750,2
26,172,70,62,63,350000,2000,3
27,181,73,62,63,300000,1000,3
26,177,68,62,63,350000,500,4
26,183,78,62,63,375000,2000,3
29,185,82,62,63,275000,500,2
27,174,68,62,63,350000,2000,2
26,172,69,62,63,300000,2000,2
26,176,73,62,63,300000,900,2
38,188,88,62,62,30000,1000,1
40,189,83,62,62,30000,1000,1
36,187,85,62,62,50000,1000,1
34,188,84,62,62,110000,500,2
33,185,78,62,62,140000,2000,2
36,168,63,62,62,100000,500,3
34,185,81,62,62,130000,500,1
36,185,81,62,62,110000,3000,2
35,183,77,62,62,90000,900,2
34,188,83,62,62,110000,1000,2
34,180,78,62,62,110000,1000,2
33,183,79,62,62,160000,2000,1
36,180,74,62,62,100000,2000,3
36,182,78,62,62,60000,700,2
32,186,82,62,62,180000,700,1
31,183,72,62,62,275000,3000,2
32,181,70,62,62,240000,3000,3
31,174,64,62,62,275000,3000,2
33,183,74,62,62,180000,2000,2
32,170,67,62,62,230000,3000,2
33,188,72,62,62,180000,2000,2
31,175,73,62,62,275000,3000,3
34,185,84,62,62,150000,3000,2
33,183,79,62,62,140000,1000,2
37,191,84,62,62,60000,500,2
33,194,89,62,62,140000,2000,2
33,190,85,62,62,140000,2000,2
34,177,71,62,62,120000,2000,2
34,190,86,62,62,160000,3000,2
31,183,77,62,62,275000,3000,2
32,185,71,62,62,190000,700,3
33,188,88,62,62,140000,950,2
32,190,81,62,62,180000,2000,1
36,170,66,62,62,100000,1000,3
30,188,83,62,62,200000,1000,1
33,182,77,62,62,180000,2000,2
32,178,79,62,62,240000,3000,2
31,181,73,62,62,250000,900,2
31,188,78,62,62,230000,2000,2
32,175,65,62,62,230000,2000,3
31,183,77,62,62,220000,3000,2
33,178,75,62,62,180000,3000,2
31,180,80,62,62,250000,2000,3
30,184,78,62,62,250000,1000,2
29,181,69,62,62,300000,2000,3
30,191,83,62,62,250000,1000,2
28,172,68,62,62,325000,6000,3
30,180,76,62,62,275000,3000,3
33,188,83,62,62,160000,1000,1
30,180,75,62,62,300000,2000,2
32,173,72,62,62,230000,2000,2
29,188,84,62,62,250000,2000,2
30,170,72,62,62,275000,2000,3
30,175,66,62,62,275000,3000,3
30,175,61,62,62,240000,2000,2
30,190,84,62,62,275000,850,3
34,171,69,62,62,120000,500,2
32,182,79,62,62,240000,1000,2
31,182,78,62,62,275000,4000,2
34,190,86,62,62,130000,3000,1
30,174,72,62,62,275000,750,3
27,166,66,62,62,325000,500,3
28,172,67,62,62,300000,3000,3
35,181,74,62,62,100000,800,2
30,189,77,62,62,300000,500,3
30,184,79,62,62,250000,800,2
30,184,81,62,62,250000,2000,2
32,193,78,62,62,240000,2000,2
29,173,66,62,62,300000,2000,2
28,175,73,62,62,300000,2000,3
30,190,85,62,62,250000,900,2
31,187,77,62,62,230000,1000,2
30,171,76,62,62,250000,850,3
29,191,90,62,62,250000,4000,2
35,178,74,62,62,130000,500,3
27,178,66,62,62,325000,3000,3
29,173,73,62,62,300000,3000,3
29,188,89,62,62,250000,1000,2
33,192,84,62,62,0,0,1
28,168,68,62,62,325000,2000,2
30,177,79,62,62,300000,850,3
31,184,80,62,62,275000,3000,2
29,168,65,62,62,300000,750,3
28,178,74,62,62,325000,2000,3
30,186,82,62,62,250000,3000,2
28,175,77,62,62,300000,700,3
31,177,70,62,62,275000,1000,3
32,176,72,62,62,230000,2000,3
31,180,76,62,62,230000,1000,2
30,180,72,62,62,250000,2000,2
29,180,70,62,62,300000,1000,3
30,173,68,62,62,275000,2000,3
33,188,85,62,62,140000,750,2
28,173,78,62,62,325000,3000,3
32,189,87,62,62,190000,1000,2
29,184,73,62,62,300000,1000,3
29,185,78,62,62,220000,4000,1
30,191,80,62,62,275000,2000,2
29,186,76,62,62,250000,1000,2
34,165,60,62,62,150000,500,3
28,167,69,62,62,325000,2000,2
30,190,79,62,62,300000,950,3
30,181,77,62,62,300000,1000,2
30,175,74,62,62,300000,500,3
32,170,66,62,62,230000,3000,3
30,184,80,62,62,250000,1000,2
27,175,65,62,62,325000,1000,3
30,176,75,62,62,275000,500,2
33,182,73,62,62,140000,2000,2
33,188,87,62,62,160000,3000,1
29,177,70,62,62,220000,2000,1
29,182,75,62,62,250000,4000,2
29,178,73,62,62,250000,3000,2
32,170,66,62,62,230000,2000,3
30,183,80,62,62,300000,3000,2
27,172,72,62,62,300000,2000,2
32,187,84,62,62,180000,1000,1
27,185,76,62,62,300000,950,2
29,174,70,62,62,300000,500,2
33,181,68,62,62,140000,3000,2
32,174,66,62,62,190000,4000,2
30,180,74,62,62,250000,4000,2
28,186,79,62,62,300000,1000,3
29,177,79,62,62,250000,1000,3
30,178,72,62,62,240000,2000,2
29,170,63,62,62,250000,1000,2
29,174,70,62,62,300000,700,2
40,192,91,62,62,30000,500,1
27,172,66,62,62,325000,4000,3
27,175,77,62,62,325000,500,2
27,182,74,62,62,300000,550,3
29,175,72,62,62,300000,500,2
31,180,72,62,62,220000,3000,2
31,173,75,62,62,250000,2000,3
27,170,67,62,62,300000,2000,2
30,188,80,62,62,200000,1000,1
31,172,73,62,62,275000,750,2
30,189,90,62,62,300000,1000,2
30,170,68,62,62,275000,3000,2
28,176,69,62,62,250000,2000,2
33,180,74,62,62,140000,3000,2
28,184,77,62,62,275000,2000,2
32,188,75,62,62,180000,3000,1
33,166,68,62,62,140000,4000,2
27,181,75,62,62,325000,3000,2
29,175,73,62,62,300000,500,2
35,178,87,62,62,100000,500,3
28,180,70,62,62,250000,3000,2
28,184,76,62,62,275000,500,2
27,173,61,62,62,275000,4000,2
30,193,84,62,62,250000,2000,2
30,183,84,62,62,250000,3000,2
32,193,88,62,62,180000,2000,1
24,182,78,62,62,325000,2000,2
20,187,82,62,62,350000,2000,2
20,174,74,62,62,300000,2000,2
28,182,81,62,62,300000,3000,2
29,183,80,62,62,300000,500,2
29,188,81,62,62,250000,800,2
34,180,74,62,62,110000,1000,2
30,183,78,62,62,250000,950,2
34,181,74,62,62,110000,2000,2
27,172,65,62,62,325000,5000,2
31,167,64,62,62,275000,1000,3
32,185,83,62,62,190000,950,2
32,189,82,62,62,190000,500,2
28,176,66,62,62,250000,2000,2
29,174,75,62,62,250000,2000,3
28,182,83,62,62,250000,3000,2
20,173,67,62,62,350000,2000,2
34,186,80,62,62,130000,2000,1
31,183,77,62,62,220000,3000,2
35,187,82,62,62,80000,1000,1
30,188,75,62,62,250000,1000,2
29,186,82,62,62,250000,500,2
30,180,76,62,62,240000,1000,2
31,184,73,62,62,230000,3000,2
26,180,70,62,62,325000,3000,3
28,173,60,62,62,300000,5000,3
31,188,83,62,62,230000,1000,2
28,184,76,62,62,325000,3000,2
28,167,61,62,62,250000,4000,2
34,182,75,62,62,150000,750,3
33,196,91,62,62,160000,2000,1
31,183,78,62,62,230000,500,2
27,178,73,62,62,300000,1000,2
29,180,79,62,62,250000,2000,2
31,175,70,62,62,220000,1000,2
34,183,75,62,62,110000,1000,2
29,168,62,62,62,300000,1000,3
28,173,69,62,62,300000,2000,3
35,182,78,62,62,0,0,2
31,178,74,62,62,0,0,3
27,177,73,62,62,275000,500,2
28,172,57,62,62,250000,500,3
27,180,80,62,62,325000,500,2
32,178,78,62,62,190000,500,2
30,186,82,62,62,250000,500,2
32,191,104,62,62,180000,500,1
28,174,65,62,62,300000,500,2
27,177,74,62,62,300000,500,3
28,178,78,62,62,300000,700,2
31,188,76,62,62,230000,500,2
35,184,80,62,62,80000,500,1
35,180,77,62,62,80000,500,1
31,165,64,62,62,220000,500,2
38,169,62,62,62,100000,500,3
27,165,69,62,62,325000,500,4
28,168,79,62,62,300000,500,2
30,187,80,62,62,200000,500,1
28,177,72,62,62,325000,500,3
30,179,71,62,62,300000,500,2
36,189,89,62,62,50000,500,1
31,190,81,62,62,230000,500,2
32,186,80,62,62,180000,750,1
29,185,78,62,62,300000,1000,2
28,167,63,62,62,300000,500,3
27,189,81,62,62,325000,2000,2
29,188,86,62,62,250000,950,2
30,170,67,62,62,250000,2000,2
33,176,73,62,62,140000,1000,2
30,181,72,62,62,240000,900,3
18,187,78,61,83,475000,500,1
18,182,72,61,83,525000,3000,2
18,177,68,61,82,575000,2000,3
17,168,62,61,82,500000,500,3
18,185,72,61,82,525000,4000,2
17,173,62,61,82,525000,500,3
19,175,65,61,82,600000,1000,2
18,175,76,61,81,525000,6000,3
18,184,73,61,81,475000,4000,2
17,176,73,61,81,475000,500,2
18,181,75,61,81,475000,950,2
17,181,72,61,81,500000,500,2
18,181,75,61,81,525000,700,2
18,177,67,61,81,475000,500,2
18,187,77,61,80,525000,500,3
17,167,60,61,80,500000,650,3
17,181,62,61,80,500000,500,2
19,174,68,61,79,550000,4000,3
19,185,82,61,79,450000,2000,1
18,180,75,61,79,525000,600,3
18,176,64,61,79,525000,850,3
19,189,84,61,79,500000,2000,2
19,179,66,61,79,550000,950,3
18,175,70,61,79,525000,500,3
18,185,85,61,79,475000,500,2
18,183,82,61,79,525000,3000,2
19,177,75,61,78,525000,5000,2
19,176,67,61,78,550000,2000,2
20,189,74,61,78,525000,3000,3
20,180,70,61,78,525000,1000,2
19,172,71,61,78,525000,1000,2
19,180,65,61,78,550000,8000,2
18,175,75,61,78,525000,850,3
19,179,72,61,78,500000,2000,2
18,182,75,61,78,475000,2000,2
19,175,70,61,78,550000,2000,2
18,182,76,61,78,475000,900,2
18,183,78,61,78,475000,2000,2
19,185,78,61,78,450000,2000,1
17,195,83,61,78,500000,500,2
17,180,75,61,78,500000,800,3
20,185,77,61,77,550000,2000,2
20,190,84,61,77,550000,1000,2
20,175,71,61,77,525000,2000,2
19,165,67,61,77,525000,4000,3
18,174,70,61,77,525000,750,3
20,173,75,61,77,525000,9000,2
19,168,68,61,77,500000,800,3
19,175,68,61,77,550000,9000,3
20,172,69,61,77,550000,1000,2
17,180,66,61,77,500000,500,2
18,175,68,61,77,525000,500,3
17,176,69,61,77,500000,750,2
19,184,76,61,77,525000,1000,3
20,187,79,61,76,525000,2000,2
21,180,75,61,76,525000,650,3
20,183,76,61,76,525000,2000,2
20,178,70,61,76,550000,2000,2
21,183,72,61,76,525000,2000,2
20,181,73,61,76,525000,3000,2
19,175,70,61,76,525000,2000,3
20,178,72,61,76,525000,500,2
21,179,73,61,76,525000,800,2
19,185,75,61,76,500000,3000,2
20,170,70,61,76,550000,10000,2
19,180,71,61,76,500000,800,2
19,182,72,61,76,525000,1000,3
19,172,66,61,76,525000,2000,2
20,188,82,61,76,550000,1000,2
19,170,70,61,76,500000,2000,3
20,183,75,61,76,525000,3000,2
20,181,70,61,76,525000,1000,2
18,177,63,61,76,525000,550,3
21,173,70,61,76,525000,1000,2
20,180,74,61,76,550000,4000,4
17,170,66,61,76,500000,500,4
19,183,75,61,76,525000,1000,3
19,180,75,61,76,550000,2000,2
18,188,77,61,76,475000,2000,2
19,185,75,61,76,500000,500,2
18,177,75,61,76,525000,4000,2
19,181,79,61,76,550000,2000,3
19,169,62,61,76,550000,1000,3
19,187,75,61,76,525000,3000,3
21,188,91,61,75,550000,2000,3
20,179,77,61,75,550000,650,3
21,182,67,61,75,550000,1000,3
21,175,66,61,75,550000,2000,3
20,173,67,61,75,550000,900,2
21,181,72,61,75,550000,900,2
21,185,74,61,75,525000,5000,2
21,188,74,61,75,475000,6000,1
21,175,69,61,75,550000,1000,2
20,178,65,61,75,550000,6000,3
21,175,70,61,75,550000,1000,2
